country,issue,id,value,value_formatted,start_date_formatted,description,end_date_formatted
Barbados,age-of-consent,27,Equal,Equal,"December 12, 2022",The age of consent of <b>16 years</b> is equal for everyone.,
Belarus,homosexuality,1,Legal,Legal,"March 1, 1994",Only form of homosexuality that is illegal is non-consensual homosexual intercourse,
Belarus,marriage,15,Not legal,Not legal,"November 26, 1996",Article 32 of the constitution defines marriage to be between a man and a woman.,
Belarus,censorship,60,State-enforced,State-enforced,,No laws restricting but Alexander Lukashenko’s authoritarian rule has similar legislation to Putin’s Russia,
Belarus,changing-gender,21,"Legal, surgery not required","Legal, surgery not required",,"Permit for the operation by which a man's body changed to female or vice versa, get about four a year.<br />
In Belarus, such permission shall issue a specially created interdepartmental commission on medical, psychological and social rehabilitation of persons with the syndrome of denial of sex. It is composed of 15 experts of the ministries of Health, Defense, Interior, Justice, Education. The Commission refers the patient to a mental health and psycho-sexological examination. A year later, after a thorough examination by psychiatrists, sexologists, urologists, gynecologists, endocrinologists and geneticists, the board makes a decision - to change this person or not the floor.",
Belarus,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,Belarus does not recognize non-binary gender identities and it is not likely to recognize them in the near future.,
Belarus,discrimination,20,No protections,No protections,"August 25, 1991","Even though article 22 states all citizens are equal, sexual orientations and gender identities are not included in the forms of discriminations covered.",
Belarus,employment-discrimination,43,No protections,No protections,,The country has no legislation that would protect people from dismissal from work because of their sexual orientation.,
Belarus,housing-discrimination,,ambiguous,Ambiguous,"August 25, 1991",Unknown.,
Belarus,adoption,5,Single only,Single only,"October 16, 2016",No laws in place for same sex couples.,
Belarus,military,17,"Don't Ask, Don't Tell","Don't Ask, Don't Tell",,"Open homosexuals can not serve in the armed forces. When injected into the army, homosexuals may be victims of violence from colleagues. The Constitution and laws do not restrict the service of homosexuals in the military.",
Belarus,blood,25,Legal,Legal,,No particular limitation for homosexuals. All the procedures and requirements are the same for all donors.,
Belarus,conversion-therapy,49,Not banned,Not banned,,Unknown.,
Belarus,age-of-consent,27,Equal,Equal,"March 1, 1994","The age of consent in Belarus is 16 years, as stated in Articles 168 and 169, which read: ""Sexual intercourse, sodomy, lesbian intercourse or other sexual acts committed by adults who have reached eighteen years of age, with a person who is obviously not reached sixteen years of age, with no signs of crimes envisaged by Articles 166 and 167 of this Code, shall be punished by restriction of liberty from two to four years, or imprisonment for a term of two to five years. ""and"" indecent assault, committed by a person under eighteen years of age, in relation to a person who obviously has not attained the age of sixteen, in the absence of evidence of the crimes stipulated in Articles 166, 167 and 168 of this Code, shall be punished by imprisonment for up to six months or imprisonment for a term of one to three years """,
Belgium,homosexuality,1,Legal,Legal,"September 3, 1944",Belgium was liberated in September of 1944. Belgian civil law reverted back to pre-war laws.,
Belgium,marriage,8,Legal,Legal,"June 1, 2003","Civil marriages for same sex couples were enabled by Article 143 of the Belgian Civil Code (Book I, Title V, Chapter I).<br />
<br />
Statutory Cohabitation remains available for those who do not wish to enter into a civil marriage.",
Belgium,censorship,56,No censorship,No censorship,,"In Belgium, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Belgium,changing-gender,21,"Legal, surgery not required","Legal, surgery not required","January 1, 2018",Surgery no longer necessary to change legal gender.,
Belgium,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,"Belgium currently does not legally recognise non binary gender, however in 2019 the Constitutional Court ruled that current laws were unconstitutional. The government planned to introduce an ""X"" gender marker for ID cards in 2022. However, it was decided instead to remove gender markers from identity cards altogether. Thus, there is still not any legal recognition for non-binary individuals.",
Belgium,discrimination,19,Illegal,Illegal,"January 1, 2003",,
Belgium,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 2003",,
Belgium,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 2003",,
Belgium,adoption,3,Legal,Legal,"April 21, 2006",,
Belgium,military,16,Legal,Legal,,Unsure of date. Gay and lesbian soldiers are not guaranteed promotions through the military for fear of possible blackmail.,
Belgium,blood,40,Banned (1-year deferral),Banned (1-year deferral),"April 28, 2017",Blanket ban replaced by a 1 year deferral period. ,"July 1, 2023"
Belgium,conversion-therapy,49,Not banned,Not banned,,"Not banned. A conversion therapy ban was announced in 2022, but no law is in effect as of now.",
Belgium,age-of-consent,27,Equal,Equal,"January 1, 1985",,
Belize,homosexuality,1,Legal,Legal,"August 10, 2016",Just got legalized.,
Belize,marriage,13,Unrecognized,Unrecognized,"January 1, 2003",The legal system in Belize does not recognise same sex marriages or civil unions.,
Belize,censorship,56,No censorship,No censorship,,"In Belize, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Belize,changing-gender,22,Illegal,Illegal,,Full legalization required under 2018 IACHR ruling. Legalization pending.,
Belize,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,"No way to change legal gender, including to non-binary.",
Belize,discrimination,19,Illegal,Illegal,"January 1, 2016",,
Belize,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 2016",Full protections since 2016,
Belize,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 2016",,
Belize,adoption,5,Single only,Single only,,No laws in place for same sex couples.,
Belize,military,16,Legal,Legal,,No laws making it illegal and they have discrimination protections.,
Belize,blood,25,Legal,Legal,,,
Belize,conversion-therapy,49,Not banned,Not banned,,"According to the ILGA World, there's no ban on conversion therapy in Belize.",
Belize,age-of-consent,27,Equal,Equal,"August 10, 2016",got equalized when the supreme court struck down the sodomy law.,
Benin,homosexuality,1,Legal,Legal,,Benin does not have a law on the books criminalizing homosexuality.,
Benin,marriage,13,Unrecognized,Unrecognized,"January 1, 1900",Same sex marriage is not recognized.,
Benin,censorship,56,No censorship,No censorship,,"In Benin, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Benin,changing-gender,,na,N/A,,No Laws in Place ,
Benin,non-binary-gender-recognition,,,,,,
Benin,discrimination,20,No protections,No protections,"January 1, 1900",No explicit protections. People are kicked out of their house if they are found out if they are lgbt.,
Benin,employment-discrimination,43,No protections,No protections,"January 1, 1900",,
Benin,housing-discrimination,47,No protections,No protections,"January 1, 1900",None exist in the criminal code.,
Benin,adoption,5,Single only,Single only,,No restrictions. No laws in place for same sex couples.,
Benin,military,16,Legal,Legal,,,
Benin,blood,25,Legal,Legal,,,
Benin,conversion-therapy,,ambiguous,Ambiguous,,Unknown.,
Benin,age-of-consent,28,Unequal,Unequal,,"Age of consent is 13 for hetero sex, and 21 for gay sex.",
Bermuda,homosexuality,1,Legal,Legal,"May 13, 1994","In early 1994, Dr John Stubbs introduced a Private Members Bill with the aim of decriminalising consensual same-sex acts.  On 13 May 1994, the Parliament of Barbuda approved “The Stubbs Bill” by a vote of 22 to 17.",
Bermuda,marriage,33,Civil unions,Civil unions,"June 1, 2018","Domestic Partnership Act 2018, effectively repealed same sex marriage.",
Bermuda,censorship,56,No censorship,No censorship,,"In Bermuda, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Bermuda,changing-gender,,ambiguous,Ambiguous,,Legal gender recognition is not currently possible in Bermuda.,
Bermuda,non-binary-gender-recognition,,,,,,
Bermuda,discrimination,19,Illegal,Illegal,"July 4, 2013",The Human Rights bill is amended to include protection clauses for sexual orientation (but not gender identity explicitly),
Bermuda,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"July 4, 2013",Under Bermuda's anti discrimination law.,
Bermuda,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"July 4, 2013",Under Bermudas anti discrimination law.,
Bermuda,adoption,3,Legal,Legal,"January 1, 2015",,
Bermuda,military,16,Legal,Legal,,Defended by UK.,
Bermuda,blood,25,Legal,Legal,,Under the Bermuda Red Cross.,
Bermuda,conversion-therapy,,ambiguous,Ambiguous,,Conversion therapy ban pending. Not much information yet.,
Bermuda,age-of-consent,28,Unequal,Unequal,,Only for females. Age of consent equalization pending.,
Bhutan,homosexuality,1,Legal,Legal,"February 17, 2021","Same-sex sexual activity was decriminalized in Bhutan on February 17, 2021.",
Bhutan,marriage,13,Unrecognized,Unrecognized,"August 11, 2004",Proposed on Legalizing Gay marriage by the King of Bhutan.,
Bhutan,censorship,56,No censorship,No censorship,,"In Bhutan, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
