Country,year,MMR,Live Births,Maternal deaths,Women reproductive age (15-49),MM-rate,,Skilled attendance %,"Source MMR, maternal death and Live birth",Comment,Source women reproductive age,Comments,,,,,,,,
Belgium,1869,702.0,160254,1125,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1870,772.5,166087,1283,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1871,936.3,160210,1500,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1872,820.9,168829,1386,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1973,,172187,1283,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1874,728.4,175451,1278,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1875,836.4,176954,1480,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1876,768.8,178341,1371,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1877,687.5,176445,1213,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1878,698.6,174053,1216,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1879,675.1,175833,1187,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1880,702.8,173011,1216,1322000,91.98,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,"Mitchell, B. International Historical Statistics. Europe 1750-2000. Fifth Edition, Palgrave, Maximillan, 2003",,,,,,,,,
Belgium,1881,735.6,178492,1313,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1882,714.5,177321,1267,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1883,775.8,175427,1361,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1884,789.2,177643,1402,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1885,,175909,,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1886,765.1,176581,1351,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1887,753.3,176965,1333,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1888,665.0,176995,1177,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1889,641.0,178933,1147,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1890,554.1,177960,986,1486000,66.35,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,"Mitchell, B. International Historical Statistics. Europe 1750-2000. Fifth Edition, Palgrave, Maximillan, 2003",,,,,,,,,
Belgium,1891,587.5,183317,1077,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1892,645.1,178891,1154,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1893,662.0,184444,1221,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1894,574.3,182817,1050,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1895,462.1,184382,852,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1896,557.4,189973,1059,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1897,497.7,192495,958,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1898,510.4,192407,982,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1899,,195840,1087,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1900,535.4,195354,1046,1710000,61.17,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1901,523.3,201608,1055,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1902,547.1,197389,1080,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1903,622.0,193722,1205,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1904,460.7,193205,890,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1905,527.0,188807,995,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1906,548.1,187754,1029,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1907,564.3,186610,1053,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1908,505.5,185363,937,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1909,584.1,177870,1039,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1910,543.7,177864,967,1950000,49.59,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,"Mitchell, B. International Historical Statistics. Europe 1750-2000. Fifth Edition, Palgrave, Maximillan, 2003",,,,,,,,,
Belgium,1911,591.4,173139,1024,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1912,650.4,172522,1122,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1913,551.1,172376,950,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1914,,156389,,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1915,,124291,,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1916,,99360,,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1917,,86675,,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1918,,85056,,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1919,,124273,,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1920,604.4,164950,997,2055000,48.52,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,"Mitchell, B. International Historical Statistics. Europe 1750-2000. Fifth Edition, Palgrave, Maximillan, 2003",,,,,,,,,
Belgium,1921,571.7,164603,941,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1922,534.9,154781,828,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1923,563.2,156600,882,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1924,576.3,154083,888,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1925,498.3,155330,774,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1926,613.9,151009,927,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1927,566.7,146296,829,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1928,603.1,148071,893,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1929,619.1,147311,912,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1930,521.9,152530,796,2194000,36.28,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,"Mitchell, B. International Historical Statistics. Europe 1750-2000. Fifth Edition, Palgrave, Maximillan, 2003",,,,,,,,,
Belgium,1931,493.1,149657,738,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1932,480.7,145835,701,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1933,514.8,136757,704,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1934,535.5,133514,715,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1935,415.8,128432,534,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1936,457.1,127751,584,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1937,383.9,128696,494,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1938,401.9,133610,537,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1939,381.5,130019,496,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1940,376.0,112497,423,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1941,392.6,100616,395,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1942,371.1,108603,403,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1943,381.0,123349,470,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1944,361.9,127122,460,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1945,342.5,130526,447,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1946,286.3,152962,438,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1947,241.0,150227,362,2186000,16.56,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,"Mitchell, B. International Historical Statistics. Europe 1750-2000. Fifth Edition, Palgrave, Maximillan, 2003",,,,,,,,,
Belgium,1948,208.1,150416,313,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1949,160.3,147854,237,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1950,148.3,145672,216,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
Belgium,1951,112.4,142314,160,,,,,"Vital registration, kindly made available by Professor Godelieve Masuy-Stroobant, Centre de recherches en démographie et sociétés, Université catholique de Louvain, Belgium


",,,,,,,,,,,
