"slug","table","extroplateCheckbox","surveyTypeRadio","metricDropdown","povlineDropdown","name","title","subtitle","notes","sourceName","unit","shortUnit"
"poverty_gap_index_5_50","cons_extrap","TRUE","Consumption only","Poverty gap index","$5.50 a day","$5.50 a day - Poverty gap index","Poverty gap index at $5.50 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_10_00","cons_extrap","TRUE","Consumption only","Poverty gap index","$10 a day","$10 a day - Poverty gap index","Poverty gap index at $10 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_15_00","cons_extrap","TRUE","Consumption only","Poverty gap index","$15 a day","$15 a day - Poverty gap index","Poverty gap index at $15 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_20_00","cons_extrap","TRUE","Consumption only","Poverty gap index","$20 a day","$20 a day - Poverty gap index","Poverty gap index at $20 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_30_00","cons_extrap","TRUE","Consumption only","Poverty gap index","$30 a day","$30 a day - Poverty gap index","Poverty gap index at $30 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_40_00","cons_extrap","TRUE","Consumption only","Poverty gap index","$40 a day","$40 a day - Poverty gap index","Poverty gap index at $40 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_1_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$1 a day","$1 a day - Poverty gap index","Poverty gap index at $1 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_1_90","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$1.90 a day","$1.90 a day - Poverty gap index","Poverty gap index at $1.90 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_3_20","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$3.20 a day","$3.20 a day - Poverty gap index","Poverty gap index at $3.20 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_5_50","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$5.50 a day","$5.50 a day - Poverty gap index","Poverty gap index at $5.50 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_10_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$10 a day","$10 a day - Poverty gap index","Poverty gap index at $10 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_15_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$15 a day","$15 a day - Poverty gap index","Poverty gap index at $15 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_20_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$20 a day","$20 a day - Poverty gap index","Poverty gap index at $20 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_30_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$30 a day","$30 a day - Poverty gap index","Poverty gap index at $30 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_40_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Poverty gap index","$40 a day","$40 a day - Poverty gap index","Poverty gap index at $40 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_1_00","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$1 a day","$1 a day - Poverty gap index","Poverty gap index at $1 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_1_90","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$1.90 a day","$1.90 a day - Poverty gap index","Poverty gap index at $1.90 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_3_20","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$3.20 a day","$3.20 a day - Poverty gap index","Poverty gap index at $3.20 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_5_50","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$5.50 a day","$5.50 a day - Poverty gap index","Poverty gap index at $5.50 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_10_00","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$10 a day","$10 a day - Poverty gap index","Poverty gap index at $10 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_15_00","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$15 a day","$15 a day - Poverty gap index","Poverty gap index at $15 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_20_00","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$20 a day","$20 a day - Poverty gap index","Poverty gap index at $20 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_30_00","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$30 a day","$30 a day - Poverty gap index","Poverty gap index at $30 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_40_00","inc_no_extrap","FALSE","Incomes only","Poverty gap index","$40 a day","$40 a day - Poverty gap index","Poverty gap index at $40 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_1_00","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$1 a day","$1 a day - Poverty gap index","Poverty gap index at $1 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_1_90","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$1.90 a day","$1.90 a day - Poverty gap index","Poverty gap index at $1.90 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_3_20","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$3.20 a day","$3.20 a day - Poverty gap index","Poverty gap index at $3.20 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_5_50","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$5.50 a day","$5.50 a day - Poverty gap index","Poverty gap index at $5.50 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_10_00","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$10 a day","$10 a day - Poverty gap index","Poverty gap index at $10 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_15_00","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$15 a day","$15 a day - Poverty gap index","Poverty gap index at $15 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_20_00","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$20 a day","$20 a day - Poverty gap index","Poverty gap index at $20 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_30_00","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$30 a day","$30 a day - Poverty gap index","Poverty gap index at $30 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"poverty_gap_index_40_00","cons_no_extrap","FALSE","Consumption only","Poverty gap index","$40 a day","$40 a day - Poverty gap index","Poverty gap index at $40 a day.","The poverty gap index is the average shortfall from the poverty line, averaged across the whole population where the non-poor are counted as having zero shortfall. It is expressed as a percentage of the poverty line.","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
