country_name,year,regime_bti,state_basic_bti,electfreefair_bti,effective_power_bti,freeassoc_bti,freeexpr_bti,sep_power_bti,civ_rights_bti,democracy_bti,state_bti,political_participation_bti,rule_of_law_bti,stability_dem_inst_bti,pol_soc_integr_bti
Venezuela,2005,2,7.5,8,3,7,5,3,6,5.233333110809326,8.75,5.75,4,3,4.6666667
Venezuela,2007,2,7.5,6,3,6,5,3,6,4.783333301544189,8.5,5,3.75,3,3.6666667
Venezuela,2009,2,7,6,2,6,4,2,6,4.333333492279053,8.25,4.5,3.25,2,3.6666667
Venezuela,2011,2,6,6,2,6,4,2,5,4.400000095367432,7.75,4.5,2.75,3,4
Venezuela,2013,2,6,6,2,5,4,3,5,4.516666889190674,7.75,4.25,3.25,3,4.3333333
Venezuela,2015,2,5.5,6,2,4,4,3,4,4.016666889190674,7.5,4,2.75,2.5,3.3333333
Venezuela,2017,1,5,4,3,4,4,2,4,3.799999952316284,7.25,3.75,2.5,2.5,3
Venezuela,2019,1,3.5,2,2,3,3,2,2,3.083333333333333,6.5,2.5,1.75,2,2.666666666666667
Venezuela,2021,1,3.5,2,2,3,3,2,2,3.083333333333333,6.5,2.5,1.75,2,2.666666666666667
Vietnam,2005,1,8,1,1,2,2,1,3,3.099999904632568,8.25,1.5,2.25,1.5,2
Vietnam,2007,1,8,1,2,2,2,1,3,3.150000095367432,8.5,1.75,2,1.5,2
Vietnam,2009,1,9,1,2,2,2,1,3,3.299999952316284,9,1.75,2.25,1.5,2
Vietnam,2011,1,9,2,2,3,2,2,3,3.5,9.25,2.25,2.5,1.5,2
Vietnam,2013,1,9,2,2,3,2,2,3,3.566666603088379,9.25,2.25,2.5,1.5,2.3333333
Vietnam,2015,1,8.5,2,2,3,2,2,3,3.516666650772095,9,2.25,2.5,1.5,2.3333333
Vietnam,2017,1,8,2,2,2,1,2,4,3.349999904632568,8.75,1.75,2.75,1.5,2
Vietnam,2019,1,8,2,2,3,2,2,4,3.566666666666666,8.75,2.25,3,1.5,2.333333333333333
Vietnam,2021,1,8.5,2,2,3,2,2,3,3.633333333333334,9,2.25,2.75,1.5,2.666666666666667
Yemen,2005,2,4.5,5,2,6,5,3,5,4.066666603088379,5.75,4.5,3.75,2,4.3333333
Yemen,2007,1,4.5,5,1,5,4,4,4,3.900000095367432,5.75,3.75,4,2,4
Yemen,2009,2,5.5,5,2,6,4,4,4,4.233333110809326,6.25,4.25,4,2,4.6666667
Yemen,2011,1,4.5,5,2,5,3,4,4,3.700000047683716,4.75,3.75,4,2,4
Yemen,2013,1,3.5,4,2,7,4,3,3,3.266666650772095,3.5,4.25,3.25,2,3.3333333
Yemen,2015,1,2.5,4,1,4,3,3,2,2.816666603088379,2.75,3,3,2,3.3333333
Yemen,2017,1,1.5,1,1,3,3,2,1,1.799999952316284,2,2,2,1,2
Yemen,2019,1,1.5,1,1,2,1,1,1,1.5,2,1.25,1.25,1,2
Yemen,2021,1,1.5,1,1,2,1,1,1,1.5,2,1.25,1.25,1,2
Zambia,2005,4,7.5,6,4,9,6,7,8,6.5,8.25,6.25,6.5,6,5.5
Zambia,2007,4,7.5,7,8,6,7,6,6,6.800000190734863,8.25,7,6,7,5.75
Zambia,2009,4,7.5,7,7,7,7,7,7,6.650000095367432,8,7,6.25,6.5,5.5
Zambia,2011,4,8,7,8,7,7,7,6,6.75,8.5,7.25,6,6.5,5.5
Zambia,2013,4,8,7,8,6,7,6,5,6.400000095367432,8.25,7,5.5,6,5.25
Zambia,2015,4,7.5,8,8,5,6,6,5,6.25,8,6.75,5.25,6,5.25
Zambia,2017,4,7.5,6,8,5,5,6,5,6,7.75,6,5,6,5.25
Zambia,2019,3,7.5,6,8,4,4,4,5,5.75,7.75,5.5,4.25,6,5.25
Zambia,2021,2,7,5,3,3,3,4,5,4.6,7.5,3.5,4,3,5
Zimbabwe,2005,1,6,3,3,3,4,3,3,3.966666698455811,7,3.25,3.25,2,4.3333333
Zimbabwe,2007,1,5,3,2,3,3,3,2,3.966666698455811,7,2.75,2.75,2,5.3333333
Zimbabwe,2009,1,5,3,2,4,3,3,2,3.950000047683716,7,3,2.75,2,5
Zimbabwe,2011,2,6,3,2,4,4,4,2,4.349999904632568,7.5,3.25,3,3,5
Zimbabwe,2013,2,6.5,3,2,5,4,4,3,4.383333206176758,7.25,3.5,3.5,3,4.6666667
Zimbabwe,2015,2,6.5,3,2,5,4,3,4,4.199999809265137,7.25,3.5,3.25,3,4
Zimbabwe,2017,1,6.5,3,2,4,4,3,3,3.833333253860474,7,3.25,2.75,2.5,3.6666667
Zimbabwe,2019,2,7,3,3,4,4,3,3,4.366666666666666,7.75,3.5,3.25,3,4.333333333333333
Zimbabwe,2021,2,6,3,3,4,3,3,2,4.1,7.25,3.25,3,3,4
