"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"14 years"	"14"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	82	10916511	0.8
	"14 years"	"14"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	69	10437403	0.7
	"14 years"	"14"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	91	10916511	0.8
	"14 years"	"14"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	13	10916511	Unreliable
	"14 years"	"14"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	63	10437403	0.6
	"14 years"	"14"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	78	10916511	0.7
	"14 years"	"14"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	76	10437403	0.7
	"14 years"	"14"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	99	10916511	0.9
	"14 years"	"14"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	20	10437403	0.2
	"14 years"	"14"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	22	10916511	0.2
	"15 years"	"15"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	235	10390731	2.3
	"15 years"	"15"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	334	10854358	3.1
	"15 years"	"15"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	61	10390731	0.6
	"15 years"	"15"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	85	10854358	0.8
	"15 years"	"15"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	62	10390731	0.6
	"15 years"	"15"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	105	10854358	1.0
	"15 years"	"15"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	55	10390731	0.5
	"15 years"	"15"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	95	10854358	0.9
	"15 years"	"15"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	92	10390731	0.9
	"15 years"	"15"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	129	10854358	1.2
	"15 years"	"15"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	16	10390731	Unreliable
	"15 years"	"15"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	20	10854358	0.2
	"16 years"	"16"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	217	10327098	2.1
	"16 years"	"16"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	310	10778210	2.9
	"16 years"	"16"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	36	10327098	0.3
	"16 years"	"16"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	59	10778210	0.5
	"16 years"	"16"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	52	10327098	0.5
	"16 years"	"16"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	84	10778210	0.8
	"16 years"	"16"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	18	10778210	Unreliable
	"16 years"	"16"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	44	10327098	0.4
	"16 years"	"16"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	61	10778210	0.6
	"16 years"	"16"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	105	10327098	1.0
	"16 years"	"16"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	147	10778210	1.4
	"16 years"	"16"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	19	10327098	Unreliable
	"16 years"	"16"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	21	10778210	0.2
	"17 years"	"17"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	225	10359224	2.2
	"17 years"	"17"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	366	10814471	3.4
	"17 years"	"17"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	49	10359224	0.5
	"17 years"	"17"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	85	10814471	0.8
	"17 years"	"17"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	61	10359224	0.6
	"17 years"	"17"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	106	10814471	1.0
	"17 years"	"17"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	13	10814471	Unreliable
	"17 years"	"17"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	48	10359224	0.5
	"17 years"	"17"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	93	10814471	0.9
	"17 years"	"17"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	95	10359224	0.9
	"17 years"	"17"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	150	10814471	1.4
	"17 years"	"17"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	15	10359224	Unreliable
	"17 years"	"17"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	17	10814471	Unreliable
	"18 years"	"18"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	275	10441311	2.6
	"18 years"	"18"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	393	10913517	3.6
	"18 years"	"18"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	11	10913517	Unreliable
	"18 years"	"18"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	11	10913517	Unreliable
	"18 years"	"18"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	12	10441311	Unreliable
	"18 years"	"18"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	53	10441311	0.5
	"18 years"	"18"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	74	10913517	0.7
	"18 years"	"18"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	72	10441311	0.7
	"18 years"	"18"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	114	10913517	1.0
	"18 years"	"18"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	14	10441311	Unreliable
	"18 years"	"18"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	24	10913517	0.2
	"18 years"	"18"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	53	10441311	0.5
	"18 years"	"18"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	87	10913517	0.8
	"18 years"	"18"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	111	10441311	1.1
	"18 years"	"18"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	164	10913517	1.5
	"18 years"	"18"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	14	10441311	Unreliable
	"18 years"	"18"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	20	10913517	0.2
	"19 years"	"19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	228	10474683	2.2
	"19 years"	"19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	399	10959575	3.6
	"19 years"	"19"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	11	10474683	Unreliable
	"19 years"	"19"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	44	10474683	0.4
	"19 years"	"19"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	63	10959575	0.6
	"19 years"	"19"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	59	10474683	0.6
	"19 years"	"19"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	119	10959575	1.1
	"19 years"	"19"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	16	10959575	Unreliable
	"19 years"	"19"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	44	10474683	0.4
	"19 years"	"19"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	96	10959575	0.9
	"19 years"	"19"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	89	10474683	0.8
	"19 years"	"19"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	186	10959575	1.7
	"19 years"	"19"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	13	10474683	Unreliable
	"19 years"	"19"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	26	10959575	0.2
	"20 years"	"20"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	265	10603829	2.5
	"20 years"	"20"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	383	11068933	3.5
	"20 years"	"20"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	12	10603829	Unreliable
	"20 years"	"20"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	48	10603829	0.5
	"20 years"	"20"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	59	11068933	0.5
	"20 years"	"20"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	78	10603829	0.7
	"20 years"	"20"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	126	11068933	1.1
	"20 years"	"20"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	10	10603829	Unreliable
	"20 years"	"20"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	23	11068933	0.2
	"20 years"	"20"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	65	10603829	0.6
	"20 years"	"20"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	101	11068933	0.9
	"20 years"	"20"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	104	10603829	1.0
	"20 years"	"20"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	165	11068933	1.5
	"20 years"	"20"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	15	10603829	Unreliable
	"20 years"	"20"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	18	11068933	Unreliable
	"21 years"	"21"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	273	10731127	2.5
	"21 years"	"21"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	451	11193882	4.0
	"21 years"	"21"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	10	10731127	Unreliable
	"21 years"	"21"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	13	11193882	Unreliable
	"21 years"	"21"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	12	11193882	Unreliable
	"21 years"	"21"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	13	10731127	Unreliable
	"21 years"	"21"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	32	10731127	0.3
	"21 years"	"21"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	62	11193882	0.6
	"21 years"	"21"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	72	10731127	0.7
	"21 years"	"21"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	141	11193882	1.3
	"21 years"	"21"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	11	10731127	Unreliable
	"21 years"	"21"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	26	11193882	0.2
	"21 years"	"21"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	54	10731127	0.5
	"21 years"	"21"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	106	11193882	0.9
	"21 years"	"21"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	97	10731127	0.9
	"21 years"	"21"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	197	11193882	1.8
	"21 years"	"21"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	19	11193882	Unreliable
	"22 years"	"22"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	286	10694463	2.7
	"22 years"	"22"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	474	11174468	4.2
	"22 years"	"22"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	12	10694463	Unreliable
	"22 years"	"22"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	11	11174468	Unreliable
	"22 years"	"22"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	13	11174468	Unreliable
	"22 years"	"22"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	10	11174468	Unreliable
	"22 years"	"22"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	14	10694463	Unreliable
	"22 years"	"22"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	50	10694463	0.5
	"22 years"	"22"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	91	11174468	0.8
	"22 years"	"22"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	67	10694463	0.6
	"22 years"	"22"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	135	11174468	1.2
	"22 years"	"22"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	10	10694463	Unreliable
	"22 years"	"22"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	39	11174468	0.3
	"22 years"	"22"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	56	10694463	0.5
	"22 years"	"22"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	89	11174468	0.8
	"22 years"	"22"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	90	10694463	0.8
	"22 years"	"22"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	184	11174468	1.6
	"22 years"	"22"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	16	10694463	Unreliable
	"22 years"	"22"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	24	11174468	0.2
	"23 years"	"23"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	317	10677270	3.0
	"23 years"	"23"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	497	11173255	4.4
	"23 years"	"23"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	15	10677270	Unreliable
	"23 years"	"23"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	15	10677270	Unreliable
	"23 years"	"23"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	27	11173255	0.2
	"23 years"	"23"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	15	10677270	Unreliable
	"23 years"	"23"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	17	11173255	Unreliable
	"23 years"	"23"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	11	10677270	Unreliable
	"23 years"	"23"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	10	10677270	Unreliable
	"23 years"	"23"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	10	10677270	Unreliable
	"23 years"	"23"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	15	11173255	Unreliable
	"23 years"	"23"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	41	10677270	0.4
	"23 years"	"23"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	72	11173255	0.6
	"23 years"	"23"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	83	10677270	0.8
	"23 years"	"23"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	127	11173255	1.1
	"23 years"	"23"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	12	11173255	Unreliable
	"23 years"	"23"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	11	10677270	Unreliable
	"23 years"	"23"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	18	11173255	Unreliable
	"23 years"	"23"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	69	10677270	0.6
	"23 years"	"23"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	97	11173255	0.9
	"23 years"	"23"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	95	10677270	0.9
	"23 years"	"23"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	201	11173255	1.8
	"23 years"	"23"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	18	10677270	Unreliable
	"23 years"	"23"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	27	11173255	0.2
	"24 years"	"24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	351	10749990	3.3
	"24 years"	"24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	530	11263833	4.7
	"24 years"	"24"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	17	11263833	Unreliable
	"24 years"	"24"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	22	10749990	0.2
	"24 years"	"24"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	28	11263833	0.2
	"24 years"	"24"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	12	11263833	Unreliable
	"24 years"	"24"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	12	11263833	Unreliable
	"24 years"	"24"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	13	10749990	Unreliable
	"24 years"	"24"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	36	10749990	0.3
	"24 years"	"24"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	13	11263833	Unreliable
	"24 years"	"24"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	41	10749990	0.4
	"24 years"	"24"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	78	11263833	0.7
	"24 years"	"24"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	92	10749990	0.9
	"24 years"	"24"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	126	11263833	1.1
