"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"24 years"	"24"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	50	22013823	0.2
	"24 years"	"24"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	20	22013823	0.1
	"24 years"	"24"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	21	22013823	0.1
	"24 years"	"24"	"Malignant melanoma of skin (C43)"	"GR113-028"	13	22013823	Unreliable
	"24 years"	"24"	"Malignant neoplasm of breast (C50)"	"GR113-029"	13	22013823	Unreliable
	"24 years"	"24"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	36	22013823	0.2
	"24 years"	"24"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	21	22013823	0.1
	"24 years"	"24"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	119	22013823	0.5
	"24 years"	"24"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	218	22013823	1.0
	"24 years"	"24"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	53	22013823	0.2
	"24 years"	"24"	"Leukemia (C91-C95)"	"GR113-040"	154	22013823	0.7
	"24 years"	"24"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	312	22013823	1.4
	"24 years"	"24"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	42	22013823	0.2
	"25 years"	"25"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1040	22261799	4.7
	"25 years"	"25"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	14	22261799	Unreliable
	"25 years"	"25"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	10	22261799	Unreliable
	"25 years"	"25"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	31	22261799	0.1
	"25 years"	"25"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	70	22261799	0.3
	"25 years"	"25"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	23	22261799	0.1
	"25 years"	"25"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	29	22261799	0.1
	"25 years"	"25"	"Malignant melanoma of skin (C43)"	"GR113-028"	29	22261799	0.1
	"25 years"	"25"	"Malignant neoplasm of breast (C50)"	"GR113-029"	32	22261799	0.1
	"25 years"	"25"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	13	22261799	Unreliable
	"25 years"	"25"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	29	22261799	0.1
	"25 years"	"25"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	28	22261799	0.1
	"25 years"	"25"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	139	22261799	0.6
	"25 years"	"25"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	233	22261799	1.0
	"25 years"	"25"	"Hodgkin disease (C81)"	"GR113-038"	25	22261799	0.1
	"25 years"	"25"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	54	22261799	0.2
	"25 years"	"25"	"Leukemia (C91-C95)"	"GR113-040"	154	22261799	0.7
	"25 years"	"25"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	343	22261799	1.5
	"25 years"	"25"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	41	22261799	0.2
	"26 years"	"26"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1094	22634351	4.8
	"26 years"	"26"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	17	22634351	Unreliable
	"26 years"	"26"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	31	22634351	0.1
	"26 years"	"26"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	75	22634351	0.3
	"26 years"	"26"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	30	22634351	0.1
	"26 years"	"26"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	20	22634351	0.1
	"26 years"	"26"	"Malignant melanoma of skin (C43)"	"GR113-028"	25	22634351	0.1
	"26 years"	"26"	"Malignant neoplasm of breast (C50)"	"GR113-029"	62	22634351	0.3
	"26 years"	"26"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	28	22634351	0.1
	"26 years"	"26"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	11	22634351	Unreliable
	"26 years"	"26"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	37	22634351	0.2
	"26 years"	"26"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	25	22634351	0.1
	"26 years"	"26"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	135	22634351	0.6
	"26 years"	"26"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	221	22634351	1.0
	"26 years"	"26"	"Hodgkin disease (C81)"	"GR113-038"	15	22634351	Unreliable
	"26 years"	"26"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	45	22634351	0.2
	"26 years"	"26"	"Leukemia (C91-C95)"	"GR113-040"	160	22634351	0.7
	"26 years"	"26"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	358	22634351	1.6
	"26 years"	"26"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	45	22634351	0.2
	"27 years"	"27"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1258	23077282	5.5
	"27 years"	"27"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	11	23077282	Unreliable
	"27 years"	"27"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	13	23077282	Unreliable
	"27 years"	"27"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	33	23077282	0.1
	"27 years"	"27"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	107	23077282	0.5
	"27 years"	"27"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	35	23077282	0.2
	"27 years"	"27"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	10	23077282	Unreliable
	"27 years"	"27"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	33	23077282	0.1
	"27 years"	"27"	"Malignant melanoma of skin (C43)"	"GR113-028"	37	23077282	0.2
	"27 years"	"27"	"Malignant neoplasm of breast (C50)"	"GR113-029"	84	23077282	0.4
	"27 years"	"27"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	33	23077282	0.1
	"27 years"	"27"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	16	23077282	Unreliable
	"27 years"	"27"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	30	23077282	0.1
	"27 years"	"27"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	27	23077282	0.1
	"27 years"	"27"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	173	23077282	0.7
	"27 years"	"27"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	246	23077282	1.1
	"27 years"	"27"	"Hodgkin disease (C81)"	"GR113-038"	23	23077282	0.1
	"27 years"	"27"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	60	23077282	0.3
	"27 years"	"27"	"Leukemia (C91-C95)"	"GR113-040"	160	23077282	0.7
	"27 years"	"27"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	364	23077282	1.6
	"27 years"	"27"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	47	23077282	0.2
	"28 years"	"28"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1427	23430056	6.1
	"28 years"	"28"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	32	23430056	0.1
	"28 years"	"28"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	12	23430056	Unreliable
	"28 years"	"28"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	47	23430056	0.2
	"28 years"	"28"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	110	23430056	0.5
	"28 years"	"28"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	43	23430056	0.2
	"28 years"	"28"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	12	23430056	Unreliable
	"28 years"	"28"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	45	23430056	0.2
	"28 years"	"28"	"Malignant melanoma of skin (C43)"	"GR113-028"	30	23430056	0.1
	"28 years"	"28"	"Malignant neoplasm of breast (C50)"	"GR113-029"	112	23430056	0.5
	"28 years"	"28"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	72	23430056	0.3
	"28 years"	"28"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	44	23430056	0.2
	"28 years"	"28"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	19	23430056	Unreliable
	"28 years"	"28"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	173	23430056	0.7
	"28 years"	"28"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	274	23430056	1.2
	"28 years"	"28"	"Hodgkin disease (C81)"	"GR113-038"	14	23430056	Unreliable
	"28 years"	"28"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	66	23430056	0.3
	"28 years"	"28"	"Leukemia (C91-C95)"	"GR113-040"	188	23430056	0.8
	"28 years"	"28"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	385	23430056	1.6
	"28 years"	"28"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	51	23430056	0.2
	"29 years"	"29"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1649	23484168	7.0
	"29 years"	"29"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	23	23484168	0.1
	"29 years"	"29"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	14	23484168	Unreliable
	"29 years"	"29"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	64	23484168	0.3
	"29 years"	"29"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	142	23484168	0.6
	"29 years"	"29"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	56	23484168	0.2
	"29 years"	"29"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	22	23484168	0.1
	"29 years"	"29"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	50	23484168	0.2
	"29 years"	"29"	"Malignant melanoma of skin (C43)"	"GR113-028"	46	23484168	0.2
	"29 years"	"29"	"Malignant neoplasm of breast (C50)"	"GR113-029"	141	23484168	0.6
	"29 years"	"29"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	75	23484168	0.3
	"29 years"	"29"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	22	23484168	0.1
	"29 years"	"29"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	39	23484168	0.2
	"29 years"	"29"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	29	23484168	0.1
	"29 years"	"29"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	210	23484168	0.9
	"29 years"	"29"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	301	23484168	1.3
	"29 years"	"29"	"Hodgkin disease (C81)"	"GR113-038"	23	23484168	0.1
	"29 years"	"29"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	71	23484168	0.3
	"29 years"	"29"	"Leukemia (C91-C95)"	"GR113-040"	202	23484168	0.9
	"29 years"	"29"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	404	23484168	1.7
	"29 years"	"29"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	65	23484168	0.3
	"30 years"	"30"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1857	23340370	8.0
	"30 years"	"30"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	29	23340370	0.1
	"30 years"	"30"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	17	23340370	Unreliable
	"30 years"	"30"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	60	23340370	0.3
	"30 years"	"30"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	196	23340370	0.8
	"30 years"	"30"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	55	23340370	0.2
	"30 years"	"30"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	31	23340370	0.1
	"30 years"	"30"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	72	23340370	0.3
	"30 years"	"30"	"Malignant melanoma of skin (C43)"	"GR113-028"	47	23340370	0.2
	"30 years"	"30"	"Malignant neoplasm of breast (C50)"	"GR113-029"	186	23340370	0.8
	"30 years"	"30"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	92	23340370	0.4
	"30 years"	"30"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	25	23340370	0.1
	"30 years"	"30"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	42	23340370	0.2
	"30 years"	"30"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	33	23340370	0.1
	"30 years"	"30"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	228	23340370	1.0
	"30 years"	"30"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	318	23340370	1.4
	"30 years"	"30"	"Hodgkin disease (C81)"	"GR113-038"	31	23340370	0.1
	"30 years"	"30"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	91	23340370	0.4
	"30 years"	"30"	"Leukemia (C91-C95)"	"GR113-040"	194	23340370	0.8
	"30 years"	"30"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	418	23340370	1.8
	"30 years"	"30"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	62	23340370	0.3
	"31 years"	"31"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1954	23035838	8.5
	"31 years"	"31"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	26	23035838	0.1
	"31 years"	"31"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	18	23035838	Unreliable
	"31 years"	"31"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	75	23035838	0.3
	"31 years"	"31"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	217	23035838	0.9
	"31 years"	"31"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	56	23035838	0.2
	"31 years"	"31"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	33	23035838	0.1
	"31 years"	"31"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	60	23035838	0.3
	"31 years"	"31"	"Malignant melanoma of skin (C43)"	"GR113-028"	62	23035838	0.3
	"31 years"	"31"	"Malignant neoplasm of breast (C50)"	"GR113-029"	206	23035838	0.9
	"31 years"	"31"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	121	23035838	0.5
	"31 years"	"31"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	30	23035838	0.1
	"31 years"	"31"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	50	23035838	0.2
	"31 years"	"31"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	32	23035838	0.1
	"31 years"	"31"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	238	23035838	1.0
	"31 years"	"31"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	295	23035838	1.3
	"31 years"	"31"	"Hodgkin disease (C81)"	"GR113-038"	21	23035838	0.1
	"31 years"	"31"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	97	23035838	0.4
	"31 years"	"31"	"Leukemia (C91-C95)"	"GR113-040"	172	23035838	0.7
	"31 years"	"31"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	425	23035838	1.8
	"31 years"	"31"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	55	23035838	0.2
	"32 years"	"32"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2326	22733807	10.2
	"32 years"	"32"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	35	22733807	0.2
	"32 years"	"32"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	34	22733807	0.1
	"32 years"	"32"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	103	22733807	0.5
	"32 years"	"32"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	242	22733807	1.1
	"32 years"	"32"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	72	22733807	0.3
	"32 years"	"32"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	59	22733807	0.3
	"32 years"	"32"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	71	22733807	0.3
	"32 years"	"32"	"Malignant melanoma of skin (C43)"	"GR113-028"	66	22733807	0.3
	"32 years"	"32"	"Malignant neoplasm of breast (C50)"	"GR113-029"	319	22733807	1.4
	"32 years"	"32"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	155	22733807	0.7
	"32 years"	"32"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	30	22733807	0.1
	"32 years"	"32"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	56	22733807	0.2
	"32 years"	"32"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	37	22733807	0.2
	"32 years"	"32"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	11	22733807	Unreliable
	"32 years"	"32"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	264	22733807	1.2
	"32 years"	"32"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	326	22733807	1.4
	"32 years"	"32"	"Hodgkin disease (C81)"	"GR113-038"	27	22733807	0.1
	"32 years"	"32"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	95	22733807	0.4
	"32 years"	"32"	"Leukemia (C91-C95)"	"GR113-040"	194	22733807	0.9
	"32 years"	"32"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	441	22733807	1.9
	"32 years"	"32"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	67	22733807	0.3
	"33 years"	"33"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2665	22473197	11.9
	"33 years"	"33"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	33	22473197	0.1
	"33 years"	"33"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	37	22473197	0.2
	"33 years"	"33"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	85	22473197	0.4
	"33 years"	"33"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	330	22473197	1.5
	"33 years"	"33"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	91	22473197	0.4
	"33 years"	"33"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	57	22473197	0.3
	"33 years"	"33"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	105	22473197	0.5
	"33 years"	"33"	"Malignant melanoma of skin (C43)"	"GR113-028"	87	22473197	0.4
	"33 years"	"33"	"Malignant neoplasm of breast (C50)"	"GR113-029"	405	22473197	1.8
	"33 years"	"33"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	186	22473197	0.8
	"33 years"	"33"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	42	22473197	0.2
	"33 years"	"33"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	66	22473197	0.3
	"33 years"	"33"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	41	22473197	0.2
	"33 years"	"33"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	13	22473197	Unreliable
	"33 years"	"33"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	296	22473197	1.3
	"33 years"	"33"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	299	22473197	1.3
	"33 years"	"33"	"Hodgkin disease (C81)"	"GR113-038"	25	22473197	0.1
	"33 years"	"33"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	79	22473197	0.4
	"33 years"	"33"	"Leukemia (C91-C95)"	"GR113-040"	189	22473197	0.8
	"33 years"	"33"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	488	22473197	2.2
