lname,value,label
A111,4,4
A111,5,Very important
A111,.a,Don't know
A111,.b,No answer
A111,.c,Not applicable
A111,.d,Not asked in survey
A111,.e,Missing: other
A112,-5,Missing: Other
A112,-4,Not asked in survey
A112,-3,Not applicable
A112,-2,No answer
A112,-1,Don´t know
A112,1,Unimportant
A112,2,2
A112,3,3
A112,4,4
A112,5,Very important
A112,.a,Don't know
A112,.b,No answer
A112,.c,Not applicable
A112,.d,Not asked in survey
A112,.e,Missing: other
A113,-5,Missing: Other
A113,-4,Not asked in survey
A113,-3,Not applicable
A113,-2,No answer
A113,-1,Don´t know
A113,1,Unimportant
A113,2,2
A113,3,3
A113,4,4
A113,5,Very important
A113,.a,Don't know
A113,.b,No answer
A113,.c,Not applicable
A113,.d,Not asked in survey
A113,.e,Missing: other
A114,-5,Missing: Other
A114,-4,Not asked in survey
A114,-3,Not applicable
A114,-2,No answer
A114,-1,Don´t know
A114,1,Unimportant
A114,2,2
A114,3,3
A114,4,4
A114,5,Very important
A114,.a,Don't know
A114,.b,No answer
A114,.c,Not applicable
A114,.d,Not asked in survey
A114,.e,Missing: other
A115,-5,Missing: Other
A115,-4,Not asked in survey
A115,-3,Not applicable
A115,-2,No answer
A115,-1,Don´t know
A115,1,Unimportant
A115,2,2
A115,3,3
A115,4,4
A115,5,Very important
A115,.a,Don't know
A115,.b,No answer
A115,.c,Not applicable
A115,.d,Not asked in survey
A115,.e,Missing: other
A116,-5,Missing: Other
A116,-4,Not asked in survey
A116,-3,Not applicable
A116,-2,No answer
A116,-1,Don´t know
A116,1,Unimportant
A116,2,2
A116,3,3
A116,4,4
A116,5,Very important
A116,.a,Don't know
A116,.b,No answer
A116,.c,Not applicable
A116,.d,Not asked in survey
A116,.e,Missing: other
A117,-5,Missing: Other
A117,-4,Not asked in survey
A117,-3,Not applicable
A117,-2,No answer
A117,-1,Don´t know
A117,1,Unimportant
A117,2,2
A117,3,3
A117,4,4
A117,5,Very important
A117,.a,Don't know
A117,.b,No answer
A117,.c,Not applicable
A117,.d,Not asked in survey
A117,.e,Missing: other
A118,-5,Missing: Other
A118,-4,Not asked in survey
A118,-3,Not applicable
A118,-2,No answer
A118,-1,Don´t know
A118,1,Unimportant
A118,2,2
A118,3,3
A118,4,4
A118,5,Very important
A118,.a,Don't know
A118,.b,No answer
A118,.c,Not applicable
A118,.d,Not asked in survey
A118,.e,Missing: other
A119,-5,Missing: Other
A119,-4,Not asked in survey
A119,-3,Not applicable
A119,-2,No answer
A119,-1,Don´t know
A119,1,Unimportant
A119,2,2
A119,3,3
A119,4,4
A119,5,Very important
A119,.a,Don't know
A119,.b,No answer
A119,.c,Not applicable
A119,.d,Not asked in survey
A119,.e,Missing: other
A120,-5,Missing: Other
A120,-4,Not asked in survey
A120,-3,Not applicable
A120,-2,No answer
A120,-1,Don´t know
A120,1,Unimportant
A120,2,2
A120,3,3
A120,4,4
A120,5,Very important
A120,.a,Don't know
A120,.b,No answer
A120,.c,Not applicable
A120,.d,Not asked in survey
A120,.e,Missing: other
A124_01,-5,Missing: Other
A124_01,-4,Not asked in survey
A124_01,-3,Not applicable
A124_01,-2,No answer
A124_01,-1,Don´t know
A124_01,0,Not mentioned
A124_01,1,Mentioned
A124_01,.a,Don't know
A124_01,.b,No answer
A124_01,.c,Not applicable
A124_01,.d,Not asked in survey
A124_01,.e,Missing: other
A124_02,-5,Missing: Other
A124_02,-4,Not asked in survey
A124_02,-3,Not applicable
A124_02,-2,No answer
A124_02,-1,Don´t know
A124_02,0,Not mentioned
A124_02,1,Mentioned
A124_02,.a,Don't know
A124_02,.b,No answer
A124_02,.c,Not applicable
A124_02,.d,Not asked in survey
A124_02,.e,Missing: other
A124_03,-5,Missing: Other
A124_03,-4,Not asked in survey
A124_03,-3,Not applicable
A124_03,-2,No answer
A124_03,-1,Don´t know
A124_03,0,Not mentioned
A124_03,1,Mentioned
A124_03,.a,Don't know
A124_03,.b,No answer
A124_03,.c,Not applicable
A124_03,.d,Not asked in survey
A124_03,.e,Missing: other
A124_04,-5,Missing: Other
A124_04,-4,Not asked in survey
A124_04,-3,Not applicable
A124_04,-2,No answer
A124_04,-1,Don´t know
A124_04,0,Not mentioned
A124_04,1,Mentioned
A124_04,.a,Don't know
A124_04,.b,No answer
A124_04,.c,Not applicable
A124_04,.d,Not asked in survey
A124_04,.e,Missing: other
A124_05,-5,Missing: Other
A124_05,-4,Not asked in survey
A124_05,-3,Not applicable
A124_05,-2,No answer
A124_05,-1,Don´t know
A124_05,0,Not mentioned
A124_05,1,Mentioned
A124_05,.a,Don't know
A124_05,.b,No answer
A124_05,.c,Not applicable
A124_05,.d,Not asked in survey
A124_05,.e,Missing: other
A124_06,-5,Missing: Other
A124_06,-4,Not asked in survey
A124_06,-3,Not applicable
A124_06,-2,No answer
A124_06,-1,Don´t know
A124_06,0,Not mentioned
A124_06,1,Mentioned
A124_06,.a,Don't know
A124_06,.b,No answer
A124_06,.c,Not applicable
A124_06,.d,Not asked in survey
A124_06,.e,Missing: other
A124_07,-5,Missing: Other
A124_07,-4,Not asked in survey
A124_07,-3,Not applicable
A124_07,-2,No answer
A124_07,-1,Don´t know
A124_07,0,Not mentioned
A124_07,1,Mentioned
A124_07,.a,Don't know
A124_07,.b,No answer
A124_07,.c,Not applicable
A124_07,.d,Not asked in survey
A124_07,.e,Missing: other
A124_08,-5,Missing: Other
A124_08,-4,Not asked in survey
A124_08,-3,Not applicable
A124_08,-2,No answer
A124_08,-1,Don´t know
A124_08,0,Not mentioned
A124_08,1,Mentioned
A124_08,.a,Don't know
A124_08,.b,No answer
A124_08,.c,Not applicable
A124_08,.d,Not asked in survey
A124_08,.e,Missing: other
A124_09,-5,Missing: Other
A124_09,-4,Not asked in survey
A124_09,-3,Not applicable
A124_09,-2,No answer
A124_09,-1,Don´t know
A124_09,0,Not mentioned
A124_09,1,Mentioned
A124_09,.a,Don't know
A124_09,.b,No answer
A124_09,.c,Not applicable
A124_09,.d,Not asked in survey
A124_09,.e,Missing: other
A124_10,-5,Missing: Other
A124_10,-4,Not asked in survey
A124_10,-3,Not applicable
A124_10,-2,No answer
A124_10,-1,Don´t know
A124_10,0,Not mentioned
A124_10,1,Mentioned
A124_10,.a,Don't know
A124_10,.b,No answer
A124_10,.c,Not applicable
A124_10,.d,Not asked in survey
A124_10,.e,Missing: other
A124_11,-5,Missing; Unknown
A124_11,-4,Not asked in survey
A124_11,-3,Not applicable
A124_11,-2,No answer
A124_11,-1,Don't know
A124_11,0,Not mentioned
A124_11,1,Mentioned
A124_11,.a,Don't know
A124_11,.b,No answer
A124_11,.c,Not applicable
A124_11,.d,Not asked in survey
A124_11,.e,Missing: other
A124_12,-4,Not asked
A124_12,-2,No answer
A124_12,-1,Don't know
A124_12,0,Not mentioned
A124_12,1,Mentioned
A124_12,.a,Don't know
A124_12,.b,No answer
A124_12,.c,Not applicable
A124_12,.d,Not asked in survey
A124_12,.e,Missing: other
A124_14,-4,Not asked
A124_14,-2,No answer
A124_14,-1,Don't know
A124_14,0,Not mentioned
A124_14,1,Mentioned
A124_14,.a,Don't know
A124_14,.b,No answer
A124_14,.c,Not applicable
A124_14,.d,Not asked in survey
A124_14,.e,Missing: other
A124_16,-4,Not asked
A124_16,-2,No answer
A124_16,-1,Don't know
A124_16,0,Not mentioned
A124_16,1,Mentioned
A124_16,.a,Don't know
A124_16,.b,No answer
A124_16,.c,Not applicable
A124_16,.d,Not asked in survey
A124_16,.e,Missing: other
A124_17,-5,Missing: Other
A124_17,-4,Not asked in survey
A124_17,-3,Not applicable
A124_17,-2,No answer
A124_17,-1,Don´t know
A124_17,0,Not mentioned
A124_17,1,Mentioned
A124_17,.a,Don't know
A124_17,.b,No answer
A124_17,.c,Not applicable
A124_17,.d,Not asked in survey
A124_17,.e,Missing: other
A124_18,-4,Not asked
A124_18,-2,No answer
A124_18,-1,Don't know
A124_18,0,Not mentioned
A124_18,1,Mentioned
A124_18,.a,Don't know
A124_18,.b,No answer
A124_18,.c,Not applicable
A124_18,.d,Not asked in survey
A124_18,.e,Missing: other
A124_19,-4,Not asked
A124_19,-2,No answer
A124_19,-1,Don't know
A124_19,0,Not mentioned
A124_19,1,Mentioned
A124_19,.a,Don't know
A124_19,.b,No answer
A124_19,.c,Not applicable
A124_19,.d,Not asked in survey
A124_19,.e,Missing: other
A124_24,-5,Missing: Other
A124_24,-4,Not asked in survey
A124_24,-3,Not applicable
A124_24,-2,No answer
A124_24,-1,Don´t know
A124_24,0,Not mentioned
A124_24,1,Mentioned
A124_24,.a,Don't know
A124_24,.b,No answer
A124_24,.c,Not applicable
A124_24,.d,Not asked in survey
A124_24,.e,Missing: other
A124_26,-5,Missing: Other
A124_26,-4,Not asked in survey
A124_26,-3,Not applicable
A124_26,-2,No answer
A124_26,-1,Don´t know
A124_26,0,Not mentioned
A124_26,1,Mentioned
A124_26,.a,Don't know
A124_26,.b,No answer
A124_26,.c,Not applicable
A124_26,.d,Not asked in survey
A124_26,.e,Missing: other
A124_27,-5,Missing: Other
A124_27,-4,Not asked in survey
A124_27,-3,Not applicable
A124_27,-2,No answer
A124_27,-1,Don´t know
A124_27,0,Not mentioned
A124_27,1,Mentioned
A124_27,.a,Don't know
A124_27,.b,No answer
A124_27,.c,Not applicable
A124_27,.d,Not asked in survey
A124_27,.e,Missing: other
A124_28,-5,Missing: Other
A124_28,-4,Not asked in survey
A124_28,-3,Not applicable
A124_28,-2,No answer
A124_28,-1,Don´t know
A124_28,0,Not mentioned
A124_28,1,Mentioned
A124_28,.a,Don't know
A124_28,.b,No answer
A124_28,.c,Not applicable
A124_28,.d,Not asked in survey
A124_28,.e,Missing: other
A124_29,-5,Missing: Other
A124_29,-4,Not asked in survey
A124_29,-3,Not applicable
A124_29,-2,No answer
A124_29,-1,Don´t know
A124_29,0,Not mentioned
A124_29,1,Mentioned
A124_29,.a,Don't know
A124_29,.b,No answer
A124_29,.c,Not applicable
A124_29,.d,Not asked in survey
A124_29,.e,Missing: other
A124_30,-4,Not asked
A124_30,-2,No answer
A124_30,-1,Don't know
A124_30,0,Not mentioned
A124_30,1,Mentioned
A124_30,.a,Don't know
A124_30,.b,No answer
A124_30,.c,Not applicable
A124_30,.d,Not asked in survey
A124_30,.e,Missing: other
A124_34,-4,Not asked
A124_34,-2,No answer
A124_34,-1,Don't know
A124_34,0,Not mentioned
A124_34,1,Mentioned
A124_34,.a,Don't know
A124_34,.b,No answer
A124_34,.c,Not applicable
A124_34,.d,Not asked in survey
A124_34,.e,Missing: other
A124_35,-4,Not asked
A124_35,-2,No answer
A124_35,-1,Don't know
A124_35,0,Not mentioned
A124_35,1,Mentioned
A124_35,.a,Don't know
A124_35,.b,No answer
A124_35,.c,Not applicable
A124_35,.d,Not asked in survey
A124_35,.e,Missing: other
A124_36,-4,Not asked
A124_36,-2,No answer
A124_36,-1,Don't know
A124_36,0,Not mentioned
A124_36,1,Mentioned
A124_36,.a,Don't know
A124_36,.b,No answer
A124_36,.c,Not applicable
A124_36,.d,Not asked in survey
A124_36,.e,Missing: other
A124_37,-4,Not asked
A124_37,-2,No answer
A124_37,-1,Don't know
A124_37,0,Not mentioned
A124_37,1,Mentioned
A124_37,.a,Don't know
A124_37,.b,No answer
A124_37,.c,Not applicable
A124_37,.d,Not asked in survey
A124_37,.e,Missing: other
A124_38,-4,Not asked
A124_38,-2,No answer
A124_38,-1,Don't know
A124_38,0,Not mentioned
A124_38,1,Mentioned
A124_38,.a,Don't know
A124_38,.b,No answer
A124_38,.c,Not applicable
A124_38,.d,Not asked in survey
A124_38,.e,Missing: other
A124_42,-5,Missing; Not available
A124_42,-4,Not asked
A124_42,-2,No answer
A124_42,-1,Don't know
A124_42,0,Not mentioned
A124_42,1,Mentioned
A124_42,.a,Don't know
A124_42,.b,No answer
A124_42,.c,Not applicable
A124_42,.d,Not asked in survey
A124_42,.e,Missing: other
A124_43,-5,Missing; Not available
A124_43,-4,Not asked
A124_43,-2,No answer
A124_43,-1,Don't know
A124_43,0,Not mentioned
A124_43,1,Mentioned
A124_43,.a,Don't know
A124_43,.b,No answer
A124_43,.c,Not applicable
A124_43,.d,Not asked in survey
A124_43,.e,Missing: other
A124_45,-4,Not asked
A124_45,-2,No answer
A124_45,-1,Don't know
A124_45,0,Not mentioned
A124_45,1,Mentioned
A124_45,.a,Don't know
A124_45,.b,No answer
A124_45,.c,Not applicable
A124_45,.d,Not asked in survey
A124_45,.e,Missing: other
A124_46,-4,Not asked
A124_46,-2,No answer
A124_46,-1,Don't know
A124_46,0,Not mentioned
A124_46,1,Mentioned
A124_46,.a,Don't know
A124_46,.b,No answer
A124_46,.c,Not applicable
A124_46,.d,Not asked in survey
A124_46,.e,Missing: other
A124_47,-4,Not asked
A124_47,-2,No answer
A124_47,-1,Don't know
A124_47,0,Not mentioned
A124_47,1,Mentioned
A124_47,.a,Don't know
A124_47,.b,No answer
A124_47,.c,Not applicable
A124_47,.d,Not asked in survey
A124_47,.e,Missing: other
A124_48,-4,Not asked
A124_48,-2,No answer
A124_48,-1,Don't know
A124_48,0,Not mentioned
A124_48,1,Mentioned
A124_48,.a,Don't know
A124_48,.b,No answer
A124_48,.c,Not applicable
A124_48,.d,Not asked in survey
A124_48,.e,Missing: other
A124_49,-4,Not asked
A124_49,-2,No answer
A124_49,-1,Don't know
A124_49,0,Not mentioned
A124_49,1,Mentioned
A124_49,.a,Don't know
A124_49,.b,No answer
A124_49,.c,Not applicable
A124_49,.d,Not asked in survey
A124_49,.e,Missing: other
A124_50,-4,Not asked
A124_50,-2,No answer
A124_50,-1,Don't know
A124_50,0,Not mentioned
A124_50,1,Mentioned
A124_50,.a,Don't know
A124_50,.b,No answer
A124_50,.c,Not applicable
A124_50,.d,Not asked in survey
A124_50,.e,Missing: other
A124_51,-4,Not asked
A124_51,-2,No answer
A124_51,-1,Don't know
A124_51,0,Not mentioned
A124_51,1,Mentioned
A124_51,.a,Don't know
A124_51,.b,No answer
A124_51,.c,Not applicable
A124_51,.d,Not asked in survey
A124_51,.e,Missing: other
A124_52,-4,Not asked
A124_52,-2,No answer
A124_52,-1,Don't know
A124_52,0,Not mentioned
A124_52,1,Mentioned
A124_52,.a,Don't know
A124_52,.b,No answer
A124_52,.c,Not applicable
A124_52,.d,Not asked in survey
A124_52,.e,Missing: other
A165,-5,Missing: Other
A165,-4,Not asked in survey
A165,-3,Not applicable
A165,-2,No answer
A165,-1,Don´t know
A165,1,Most people can be trusted
A165,2,Can´t be too careful
A165,.a,Don't know
A165,.b,No answer
A165,.c,Not applicable
A165,.d,Not asked in survey
A165,.e,Missing: other
A168,-5,Missing: Other
A168,-4,Not asked in survey
A168,-3,Not applicable
A168,-2,No answer
A168,-1,Don´t know
A168,1,Would take advantage
A168,2,Try to be fair
A168,.a,Don't know
A168,.b,No answer
A168,.c,Not applicable
A168,.d,Not asked in survey
A168,.e,Missing: other
A168A,-5,Missing: Other
A168A,-4,Not asked in survey
A168A,-3,Not applicable
A168A,-2,No answer
A168A,-1,Don´t know
A168A,1,Most people try to take advantage of me
A168A,2,2
A168A,3,3
A168A,4,4
A168A,5,5
A168A,6,6
A168A,7,7
A168A,8,8
A168A,9,9
A168A,10,Most people try to be fair
A168A,.a,Don't know
A168A,.b,No answer
A168A,.c,Not applicable
A168A,.d,Not asked in survey
A168A,.e,Missing: other
A169,-5,Missing: Other
A169,-4,Not asked in survey
A169,-3,Not applicable
A169,-2,No answer
A169,-1,Don´t know
A169,1,Understand other´s preferences
A169,2,Express one´s own
A169,3,Both
A169,4,Neither
A169,5,Other answer
A169,.a,Don't know
A169,.b,No answer
A169,.c,Not applicable
A169,.d,Not asked in survey
A169,.e,Missing: other
A170,-5,Missing: Other
A170,-4,Not asked in survey
A170,-3,Not applicable
A170,-2,No answer
A170,-1,Don´t know
A170,1,Dissatisfied
A170,2,2
A170,3,3
A170,4,4
A170,5,5
A170,6,6
A170,7,7
A170,8,8
A170,9,9
A170,10,Satisfied
A170,.a,Don't know
A170,.b,No answer
A170,.c,Not applicable
A170,.d,Not asked in survey
A170,.e,Missing: other
A173,-5,Missing: Other
A173,-4,Not asked in survey
A173,-3,Not applicable
A173,-2,No answer
A173,-1,Don´t know
A173,1,None at all
A173,2,2
A173,3,3
A173,4,4
A173,5,5
A173,6,6
A173,7,7
A173,8,8
A173,9,9
A173,10,A great deal
A173,.a,Don't know
A173,.b,No answer
A173,.c,Not applicable
A173,.d,Not asked in survey
A173,.e,Missing: other
A189,-5,Missing; Unknown
A189,-4,Not asked
A189,-2,No answer
A189,-1,Don't know
A189,1,Not at all like me
A189,2,Not like me
A189,3,A little like me
A189,4,Somewhat like me
A189,5,Like me
A189,6,Very much like me
A189,.a,Don't know
A189,.b,No answer
A189,.c,Not applicable
A189,.d,Not asked in survey
A189,.e,Missing: other
A190,-5,Missing; Unknown
A190,-4,Not asked
A190,-2,No answer
A190,-1,Don't know
A190,1,Not at all like me
A190,2,Not like me
A190,3,A little like me
A190,4,Somewhat like me
A190,5,Like me
A190,6,Very much like me
A190,.a,Don't know
A190,.b,No answer
A190,.c,Not applicable
A190,.d,Not asked in survey
A190,.e,Missing: other
A191,-5,Missing; Unknown
A191,-4,Not asked
A191,-2,No answer
A191,-1,Don't know
A191,1,Not at all like me
A191,2,Not like me
A191,3,A little like me
A191,4,Somewhat like me
A191,5,Like me
A191,6,Very much like me
A191,.a,Don't know
A191,.b,No answer
A191,.c,Not applicable
A191,.d,Not asked in survey
A191,.e,Missing: other
A192,-5,Missing; Unknown
A192,-4,Not asked
A192,-2,No answer
A192,-1,Don't know
A192,1,Not at all like me
A192,2,Not like me
A192,3,A little like me
A192,4,Somewhat like me
A192,5,Like me
A192,6,Very much like me
A192,.a,Don't know
A192,.b,No answer
A192,.c,Not applicable
A192,.d,Not asked in survey
A192,.e,Missing: other
A193,-5,Missing; Unknown
A193,-4,Not asked
A193,-2,No answer
A193,-1,Don't know
A193,1,Not at all like me
A193,2,Not like me
A193,3,A little like me
A193,4,Somewhat like me
A193,5,Like me
A193,6,Very much like me
A193,.a,Don't know
A193,.b,No answer
A193,.c,Not applicable
A193,.d,Not asked in survey
A193,.e,Missing: other
A194,-5,Missing; Unknown
A194,-4,Not asked
A194,-2,No answer
A194,-1,Don't know
A194,1,Not at all like me
A194,2,Not like me
A194,3,A little like me
A194,4,Somewhat like me
A194,5,Like me
A194,6,Very much like me
A194,.a,Don't know
A194,.b,No answer
A194,.c,Not applicable
A194,.d,Not asked in survey
A194,.e,Missing: other
A195,-5,Missing; Unknown
A195,-4,Not asked
A195,-2,No answer
A195,-1,Don't know
A195,1,Not at all like me
A195,2,Not like me
A195,3,A little like me
A195,4,Somewhat like me
A195,5,Like me
A195,6,Very much like me
A195,.a,Don't know
A195,.b,No answer
A195,.c,Not applicable
A195,.d,Not asked in survey
A195,.e,Missing: other
A196,-5,Missing; Unknown
A196,-4,Not asked
A196,-2,No answer
A196,-1,Don't know
A196,1,Not at all like me
A196,2,Not like me
A196,3,A little like me
A196,4,Somewhat like me
A196,5,Like me
A196,6,Very much like me
A196,.a,Don't know
A196,.b,No answer
A196,.c,Not applicable
A196,.d,Not asked in survey
A196,.e,Missing: other
A197,-5,Missing; Unknown
A197,-4,Not asked
A197,-2,No answer
A197,-1,Don't know
A197,1,Not at all like me
A197,2,Not like me
A197,3,A little like me
A197,4,Somewhat like me
A197,5,Like me
A197,6,Very much like me
A197,.a,Don't know
A197,.b,No answer
A197,.c,Not applicable
A197,.d,Not asked in survey
A197,.e,Missing: other
A198,-5,Missing; Unknown
A198,-4,Not asked
A198,-2,No answer
A198,-1,Don't know
A198,1,Not at all like me
A198,2,Not like me
A198,3,A little like me
A198,4,Somewhat like me
A198,5,Like me
A198,6,Very much like me
A198,.a,Don't know
A198,.b,No answer
A198,.c,Not applicable
A198,.d,Not asked in survey
A198,.e,Missing: other
B001,-5,Missing: Other
B001,-4,Not asked in survey
B001,-3,Not applicable
B001,-2,No answer
B001,-1,Don´t know
B001,1,Strongly agree
B001,2,Agree
B001,3,Disagree
B001,4,Strongly disagree
B001,.a,Don't know
B001,.b,No answer
B001,.c,Not applicable
B001,.d,Not asked in survey
B001,.e,Missing: other
B002,-5,Missing: Other
B002,-4,Not asked in survey
B002,-3,Not applicable
B002,-2,No answer
B002,-1,Don´t know
B002,1,Strongly agree
B002,2,Agree
B002,3,Disagree
B002,4,Strongly disagree
B002,.a,Don't know
B002,.b,No answer
B002,.c,Not applicable
B002,.d,Not asked in survey
B002,.e,Missing: other
B003,-5,Missing: Other
B003,-4,Not asked in survey
B003,-3,Not applicable
B003,-2,No answer
B003,-1,Don´t know
B003,1,Strongly agree
B003,2,Agree
B003,3,Disagree
B003,4,Strongly disagree
B003,.a,Don't know
B003,.b,No answer
B003,.c,Not applicable
B003,.d,Not asked in survey
B003,.e,Missing: other
B005,-5,Missing: Other
B005,-4,Not asked in survey
B005,-3,Not applicable
B005,-2,No answer
B005,-1,Don´t know
B005,1,Strongly agree
B005,2,Agree
B005,3,Disagree
B005,4,Strongly disagree
