"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","Population","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_below_15_00","headcount_stacked_below_20_00","headcount_stacked_below_30_00","headcount_stacked_above_40_00","headcount_stacked_below_40_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_below_15_00","headcount_ratio_stacked_below_20_00","headcount_ratio_stacked_below_30_00","headcount_ratio_stacked_above_40_00","headcount_ratio_stacked_below_40_00"
"Congo",2005,"N","consumption",TRUE,"COG:2005:N:c","COG2005",NA,23.38265,6.974352,847101,29.7876662619626,55.09105,22.90649,1995825,41.5081171934864,76.15203,40.85124,2758817,53.6324463207027,90.14008,59.09465,3265572,65.5461582669998,97.16229,75.04991,3519971,77.2525439178457,98.89958,82.76709,3582909,83.6495601605147,99.50547,86.87896,3604859,87.3638180914061,99.79604,91.15001,3615386,91.2946134370817,99.92059,93.33067,3619898,93.3881280322961,10.82764,2.32647,392261,21.2620625460382,17.6933,4.730169,640988,26.5433882963511,24.53262,7.48418,888762,30.4084637535706,0.06974352,0.43522331,1.30723968,3.25020575,7.504991,12.4150635,17.375792,27.345003,37.332268,0.0159828489,0.04063215171,0.0771618958,0.297876662619626,0.788654226676242,1.71623828226249,3.60503870468499,7.72525439178457,12.5474340240772,17.4727636182812,27.3883840311245,37.3552512129184,847101,1148724,762992,506755,254399,62938,21950,10527,2877,4512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo",2011,"N","consumption",TRUE,"COG:2011:N:c","COG2011",NA,16.32532,4.956391,717472,30.3175246037672,39.56788,16.16465,1738947,40.8876925467086,64.14999,31.01504,2819292,48.3701546968636,83.90831,49.56455,3687639,59.0659591338001,94.96162,68.28208,4173415,71.8694873893605,97.53273,77.67794,4286411,79.6611830328564,98.60044,82.76025,4333336,83.9268855137276,99.47406,88.21767,4371730,88.6524051129814,99.68651,91.0696,4381067,91.3371504620766,14.5762,4.368575,640601,30.0275455670539,21.54456,7.098612,946850,32.9445165326869,28.18401,10.09662,1238643,35.7493186943215,0.04956391,0.30712835,0.99248128,2.72605025,6.828208,11.651691,16.55205,26.465301,36.42784,0.04137040525,0.08397657996,0.143372004,0.303175246037672,0.776866158387463,1.54784495029964,3.24862775235901,7.18694873893605,11.9491774549285,16.7853771027455,26.5957215338944,36.5348601848306,717472,1021475,1080345,868347,485776,112996,46925,38394,13777,9337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comoros",2004,"N","consumption",TRUE,"COM:2004:N:c","COM2004",NA,2.307367,0.5518347,13780,25.2137628967955,14.98353,4.333349,89486,28.8459100061177,37.3671,13.28653,223167,35.5689508638683,64.59705,29.79894,385792,46.0027811431949,85.18912,51.22944,508773,60.0655643618817,91.9715,63.84393,549280,69.4005876757424,94.59606,71.26204,564954,75.3332809933916,96.35255,79.35116,575444,82.3185044261492,97.32694,83.73283,581264,85.9684486896658,11.20095,2.849058,66895,25.6584051868892,17.29461,5.12017,103288,29.718142719663,24.62929,7.766347,147093,31.5209929618785,0.005518347,0.082333631,0.42516896,1.6389417,5.122944,9.5765895,14.252408,23.805348,33.493132,0.04635417366,0.1041442578,0.18957653027,0.252137628967955,0.548072290116236,1.13820642764379,2.53015296287572,6.00655643618817,10.4100881513614,15.0666561986783,24.6955513278448,34.3873794758663,13780,75706,133681,162625,122981,40507,15674,10490,15964,5820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comoros",2014,"N","consumption",TRUE,"COM:2014:N:c","COM2014",NA,5.978837,1.510233,45403,25.3115417722603,19.07086,6.783189,144822,35.8024643118707,39.68402,16.20439,301356,40.9530299645585,64.64017,32.22854,490871,49.8153730943434,86.9873,52.93995,660573,60.8460481566074,94.32573,65.71083,716300,69.6722234314188,96.94182,73.25943,736166,75.513427803301,98.85609,81.59296,750703,82.5675642617976,99.59861,86.02565,756342,86.3547105787439,14.45168,4.465986,109745,31.1803026468746,19.20807,6.912481,145864,35.9127746711293,26.61763,9.59918,202132,36.1501924810953,0.01510233,0.128880591,0.51854048,1.7725697,5.293995,9.8566245,14.651886,24.477888,34.41026,0.06859754496,0.1327196352,0.2210691154,0.253115417722603,0.680246821925543,1.31049695886587,2.73984552018889,6.08460481566074,10.4508335147128,15.1026855606602,24.7702692785393,34.5418842314976,45403,99419,156534,189515,169702,55727,19866,14537,3048,5639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape Verde",2001,"N","consumption",TRUE,"CPV:2001:N:c","CPV2001",NA,3.389726,0.8239544,14769,24.7657971565613,17.36589,5.010738,75665,28.8641955719526,39.59829,14.6912,172533,37.0367560811585,64.53694,30.80562,281193,47.7167967045658,84.49288,51.38626,368143,60.8462096023016,91.17949,63.64174,397277,69.744966306111,94.5008,71.01429,411748,75.111713185879,97.29119,79.38653,423906,81.5564312845693,98.2908,83.99418,428262,85.4127860206451,11.67336,3.193412,50862,27.1649510040942,19.3515,5.649152,84316,29.0311438458407,26.90408,8.532525,117223,31.7588113225376,0.008239544,0.095204022,0.4701184,1.6943091,5.138626,9.546261,14.202858,23.815959,33.597672,0.05099878964,0.11275707392,0.20435397375,0.247657971565613,0.548419715867099,1.18517619459707,2.62442381875112,6.08462096023016,10.4617449459166,15.0223426371758,24.4669293853708,34.165114408258,14769,60896,96868,108660,86950,29134,14471,12158,7447,4356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape Verde",2007,"N","consumption",TRUE,"CPV:2007:N:c","CPV2007",NA,1.08184,0.2451514,5139,25.9960896275216,8.841622,2.045954,42003,23.1348863746547,27.41091,8.521675,130218,31.027327242673,54.35954,22.30694,258240,41.0343552985138,79.19174,43.45371,376208,54.8317047054492,89.01308,57.20221,422866,64.1688271174435,94.01563,65.84644,446631,70.020048925891,97.01434,75.81872,460876,78.2135307469133,98.74516,81.33625,469099,82.46262279959,10.30184,2.502069,48940,24.1764622997187,17.39865,4.757436,82654,27.4046332263644,25.21258,7.541604,119775,29.8453514481747,0.002451514,0.038873126,0.2726936,1.2268817,4.345371,8.5803315,13.169288,22.745616,32.5345,0.05061685587,0.12031555644,0.22881226536,0.259960896275216,0.439562841118439,0.992874471765536,2.25688954141826,5.48317047054492,9.62532406761652,14.0040097851782,23.464059224074,32.985049119836,5139,36864,88215,128022,117968,46658,23765,14245,5961,8223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape Verde",2015,"N","consumption",TRUE,"CPV:2015:N:c","CPV2015",NA,0.2581001,0.04320634,1354,39.8373270095829,3.350823,0.7133628,17583,22.4259881291185,15.354,4.150014,80569,27.3886782280872,41.29989,14.52448,216718,35.1682512349718,71.31482,34.27755,374220,48.1144986168501,85.6824,49.36726,449612,57.6312723364455,91.52202,59.2072,480255,64.7303692229878,96.99397,71.08444,508969,73.2983496722486,98.58531,77.78021,517320,78.8949965009224,9.611266,2.174119,50434,23.1154454410905,15.7702,4.241624,82753,27.1027917738438,23.8235,6.822771,125012,28.7050983365961,0.0004320634,0.0135538932,0.132800448,0.7988464,3.427755,7.405089,11.84144,21.325332,31.112084,0.05611401139,0.13683479024,0.26410946541,0.398373270095829,0.426093774453251,0.87643770329879,1.93425381792345,4.81144986168501,8.64469085046683,12.9460738445976,21.9895049016746,31.557998600369,1354,16229,62986,136149,157502,75392,30643,28714,7423,8351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",2002,"N","consumption",TRUE,"DJI:2002:N:c","DJI2002",NA,4.055036,0.9842003,30289,23.7613801075712,20.196,5.910385,150852,29.0705096448295,47.3136,17.37552,353405,36.6506692377791,76.67914,36.87732,572749,48.0878436258347,93.81937,59.55098,700776,63.4404326819288,97.61105,71.76062,729098,73.4792264984404,98.88751,78.41174,738632,79.3184129330719,99.57495,85.37661,743767,85.7599546713074,99.83694,88.95836,745724,89.0913278268448,8.887757,2.322493,66386,25.685722560998,15.38289,4.267819,114901,27.4680655970292,22.11707,6.691731,165202,30.1067596112352,0.009842003,0.112297315,0.55601664,2.0282526,5.955098,10.764093,15.682348,25.612983,35.583344,0.03100528155,0.07122989911,0.13396845462,0.237613801075712,0.552339683251761,1.17282141560893,2.64483139942091,6.34404326819288,11.0218839747661,15.8636825866144,25.7279864013922,35.6365311307379,30289,120563,202553,219344,128027,28322,9534,5135,1218,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",2012,"N","consumption",TRUE,"DJI:2012:N:c","DJI2012",NA,7.725301,3.33669,67066,43.1000246554242,18.18139,7.765713,157839,42.5776145367568,38.02321,16.05071,330093,42.2041974129001,68.07361,32.25674,590972,47.3510571108974,89.00604,54.15201,772693,60.832838610237,95.3466,67.06,827738,70.3529021558742,97.32453,74.42298,844909,76.4760684895267,99.01747,82.35894,859606,83.1792141474499,99.47635,86.57078,863590,87.0794896870774,13.61125,6.016032,118164,44.108950842147,18.94167,8.085166,164439,42.6920076971601,24.75077,10.33679,214870,41.614117493411,0.0333669,0.147548547,0.51362272,1.7741207,5.415201,10.059,14.884596,24.707682,34.628312,0.09421106112,0.15830755028,0.2428111971,0.431000246554242,0.808974676198379,1.3505343172128,2.60430814109936,6.0832838610237,10.5529353233811,15.2952136979053,24.953764244235,34.831795874831,67066,90773,172254,260879,181721,55045,17171,14697,4546,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",2013,"N","consumption",TRUE,"DJI:2013:N:c","DJI2013",NA,6.380388,2.205886,56358,34.0201286465497,22.31681,7.423369,197123,33.032640948065,44.24638,17.8932,390825,40.4506688541244,74.51538,35.97669,658189,48.2761675893255,91.5751,57.87077,808876,63.1659894673649,95.94292,69.91805,847457,72.8930483575551,98.16978,76.7436,867127,78.2167168167461,99.06088,84.06799,874998,84.9011450969261,99.64506,87.90935,880158,88.245972481445,11.57998,4.131465,102285,35.3689597720775,18.91677,6.392334,167091,33.6888659132379,25.5835,9.16181,225977,35.7046474563673,0.02205886,0.141044011,0.5725824,1.97871795,5.787077,10.4877075,15.34872,25.220397,35.16374,0.05829497115,0.11276077176,0.1939555177,0.340201286465497,0.627620178013235,1.29442140333198,2.6551892174129,6.31659894673649,10.9339572536333,15.6433433633492,25.4703435290778,35.298388992578,56358,140765,193702,267364,150687,38581,19670,7871,3135,5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",2017,"N","consumption",TRUE,"DJI:2017:N:c","DJI2017",NA,4.276501,1.38753,40374,32.326181351746,17.00699,5.604663,160562,32.7987029978719,39.80609,14.67804,375808,36.8150338891553,70.20004,32.15782,662756,45.7767263617193,91.00117,55.34891,859139,60.7942564696655,96.3785,68.2102,909907,70.7994189919466,98.09128,75.52496,926077,77.033893574732,99.20856,83.26521,936625,83.9037076904698,99.6498,87.31719,940791,87.6325664657661,11.45088,3.56376,108107,31.0068957519357,17.13659,5.735999,161786,33.374867395644,23.04543,8.138266,217571,35.2669558977836,0.0138753,0.106488597,0.46969728,1.7686801,5.534891,10.23153,15.104992,24.979563,34.926876,0.0548106288,0.11024590078,0.18774979662,0.32326181351746,0.623175356959566,1.17808108445297,2.51771994989456,6.07942564696655,10.619912848792,15.4067787149464,25.1711123071409,35.0530265863064,40374,120188,215246,286948,196383,50768,16170,10548,3306,4166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria",1988,"N","consumption",TRUE,"DZA:1988:N:c","DZA1988",NA,0,0,0,NA,6.250913,0.846762,1527940,13.581624842739,24.46664,6.634726,5980495,27.0967959872585,57.04516,21.16668,13943815,37.074262366024,86.91691,45.54662,21245506,52.3650379073207,94.97166,60.9716,23214366,64.2016372892212,97.46062,69.83289,23822754,71.6501533559968,99.02948,79.36176,24206238,80.1158761894645,99.51915,84.34943,24325931,84.7251222468651,7.229512,1.07625,1767143,14.8579960029996,13.85119,2.958831,3385711,21.3308788434019,20.97927,5.365822,5128061,25.573343920093,0,0.016088478,0.212311232,1.1641674,4.554662,9.14574,13.966578,23.808528,33.739772,0.0212774625,0.07311271401,0.15915028052,NA,0.258050872012041,0.867097471592272,2.03908443013132,5.23650379073207,9.63024559338318,14.3300306711994,24.0347628568394,33.890048898746,0,1527940,4452555,7963320,7301691,1968860,608388,383484,117536,119693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria",1995,"N","consumption",TRUE,"DZA:1995:N:c","DZA1995",NA,0.3618954,0.09284659,104073,14.9205963921327,5.627692,1.104656,1618400,19.1458119726492,23.53611,6.426999,6768464,27.2087588507189,54.59162,20.24587,15699341,37.1807729947033,85.50965,44.07692,24590681,51.5458352393063,94.76497,59.75186,27252306,63.0804731887576,97.74489,68.93638,28109265,70.5392159114062,99.65751,78.92814,28659292,79.2207921472953,99.999,99.998,28757497,84.2164682702863,7.332367,1.492069,2108626,19.993429547763,14.17504,3.326115,4076428,23.3568113317543,21.64743,5.753461,6225321,26.4839614077233,0.0009284659,0.020988464,0.205663968,1.11352285,4.407692,8.962779,13.787276,23.678442,39.9992,0.03055757312,0.085148544,0.17674632192,0.149205963921327,0.363770427480335,0.870680283223005,2.04494251470868,5.15458352393063,9.46207097831364,14.1078431822812,23.7662376441886,33.6865873081145,104073,1514327,5150064,8930877,8891340,2661625,856959,550027,288,98205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria",2011,"N","consumption",TRUE,"DZA:2011:N:c","DZA2011",NA,0.1064188,0.07523193,39015,93.9019004946077,0.4702092,0.1544595,172385,31.980273451023,3.915688,0.7724291,1435548,19.7270519898106,28.98845,6.690902,10627584,23.0441770201157,76.91796,28.78805,28199235,37.3719397368848,92.94109,48.14403,34073546,51.7821402666461,97.1276,59.9634,35608381,61.7202000270863,99.39339,72.82252,36439052,73.3071496760507,99.99632,99.78318,36660095,79.5966543339031,2.304966,0.4914722,845034,21.3198642119743,6.33809,1.207075,2323635,19.0901913084825,13.27768,2.604746,4867789,19.6831802863479,0.0007523193,0.0029347305,0.0247177312,0.36799961,2.878805,7.2216045,11.99268,21.846756,39.913272,0.014002042978,0.04298394075,0.11130079658,0.939019004946077,0.607625195569437,0.631265663673939,1.26742973610636,3.73719397368848,7.76732103999692,12.3440400054173,21.9921449028152,31.8386617335612,39015,133370,1263163,9192036,17571651,5874311,1534835,830671,1349,221043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",1990,"N","consumption",TRUE,"EGY:1990:N:c","EGY1990",NA,0.1673864,0.03146551,93961,13.8116758505167,8.995675,1.352427,5049675,14.7281144288127,41.13439,10.77531,23090574,26.5664435154785,79.25869,32.74223,44491450,41.4272160541703,95.4341,58.51387,53571431,61.3570355868688,98.3548,71.42214,55210951,72.6585494091401,99.20468,78.2789,55688026,78.9019196389391,99.73897,85.36288,55987947,85.6024433494011,99.90765,88.98123,56082635,89.1308955958543,1.697255,0.2263309,952745,11.9278714042142,6.72056,0.9539683,3772551,13.846694422299,14.84498,2.565199,8333152,17.1424833090831,0.0003146551,0.025696113,0.34480992,1.80082265,5.851387,10.713321,15.65578,25.608864,35.592492,0.003241058488,0.01707603257,0.05510047452,0.138116758505167,0.279834174147441,0.850126192495312,2.27849688297937,6.13570355868688,10.898782411371,15.7803839277878,25.6807330048203,35.6523582383417,93961,4955714,18040899,21400876,9079981,1639520,477075,299921,51840,94688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",1995,"N","consumption",TRUE,"EGY:1995:N:c","EGY1995",NA,0.1312281,0.03116994,81800,13.0332969665975,6.149986,0.8421644,3833534,13.3825397133632,41.8082,9.9571,26060738,23.8158635540423,81.48678,33.10587,50793997,40.5933283901291,96.13157,59.31282,59922686,61.668469828826,98.5931,72.09437,61457056,73.0734497216452,99.29684,78.82152,61895726,79.3348871597852,99.73586,85.73604,62169385,85.9547199871213,99.87382,89.2559,62255381,89.3974671768781,0.8581471,0.1336522,534918,13.799657821308,3.817179,0.5148992,2379402,12.8878052762509,10.82713,1.596025,6748987,14.5322097180224,0.0003116994,0.0160011236,0.3186272,1.82082285,5.931282,10.8141555,15.764304,25.720812,35.70236,0.001880486454,0.009057076928,0.03369208775,0.130332969665975,0.254268254553901,0.762107633729354,2.2326330614571,6.1668469828826,10.9610174582468,15.866977431957,25.7864159961364,35.7589868707512,81800,3751734,22227204,24733259,9128689,1534370,438670,273659,78653,85996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",1999,"N","consumption",TRUE,"EGY:1999:N:c","EGY1999",NA,0.1414272,0.04627098,95485,13.3501255167659,2.929893,0.4662782,1978135,14.6869542470756,30.09619,6.237588,20319621,20.6443347913194,73.26839,26.47626,49467587,36.1060067628587,94.35382,53.86847,63703539,57.0555205943925,97.98179,68.11493,66152985,69.514626475909,98.99979,75.73019,66840293,76.5139332762734,99.62446,83.61425,67262043,83.894905695275,99.81799,87.64476,67392706,87.7649478813013,1.151531,0.2109296,777463,15.6637151883771,4.187838,0.6482805,2827444,14.8128921774785,10.9683,1.751348,7405313,15.678024841914,0.0004627098,0.0088592858,0.199602816,1.4561943,5.386847,10.2172395,15.146038,25.084275,35.057904,0.003408622336,0.0130952661,0.04245267552,0.133501255167659,0.279052130694436,0.660618713322221,1.98583037195723,5.70555205943925,10.4271939713863,15.3027866552547,25.1684717085825,35.1059791525205,95485,1882650,18341486,29147966,14235952,2449446,687308,421750,122885,130663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",2004,"N","consumption",TRUE,"EGY:2004:N:c","EGY2004",NA,0.07792286,0.01232776,57797,NA,5.271228,0.7849229,3909779,14.5058230371837,35.33938,8.154791,26211951,22.9939728783595,77.34807,29.75666,57370667,38.4397263771561,94.47798,56.29219,70076276,59.5814670040093,97.82158,69.70175,72556294,71.220820846369,98.93956,76.89546,73385523,77.7021969861774,99.66334,84.39301,73922365,84.6836261818021,99.87467,88.24441,74079113,88.3719146521124,1.493969,0.1976558,1108108,12.273044196559,5.119674,0.7615728,3797368,14.3339684962984,11.7644,2.00465,8725899,16.848345986563,0.0001232776,0.0149135351,0.260953312,1.6366163,5.629219,10.4552625,15.379092,25.317903,35.297764,0.002988555696,0.01439372592,0.0454454155,NA,0.27561063770649,0.735807132107504,2.11418495074359,5.95814670040093,10.6831231269554,15.5404393972355,25.4050878545406,35.348765860845,57797,3851982,22302172,31158716,12705609,2480018,829229,536842,92960,156748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",2008,"N","consumption",TRUE,"EGY:2008:N:c","EGY2008",NA,0.0900746,0.008680314,71732,NA,4.706316,0.728823,3747926,15.0092064742352,33.60962,7.486616,26765384,22.1868171448499,77.44727,29.09955,61675969,37.5487777049512,94.80904,56.10499,75502202,59.1395970386073,97.93376,69.64812,77990606,71.0991769891007,98.95936,76.87471,78807354,77.6862815184009,99.65023,84.37898,79357536,84.6738839089007,99.85391,88.22492,79519739,88.3589299047293,1.479691,0.2068811,1178368,13.4208949623082,4.93911,0.7608922,3933314,15.0488608748665,10.95261,1.93583,8722229,17.5098789381687,8.680314e-05,0.013847637,0.239571712,1.60047525,5.610499,10.447218,15.374942,25.313694,35.289968,0.003169418452,0.01457108563,0.0444853734,NA,0.285174923010469,0.709978148635197,2.06518277377232,5.91395970386073,10.6648765483651,15.5372563036802,25.4021651726702,35.3435719618917,71732,3676194,23017458,34910585,13826233,2488404,816748,550182,116340,162203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",2010,"N","consumption",TRUE,"EGY:2010:N:c","EGY2010",NA,0.03861759,0.001543697,31960,NA,2.583438,0.3501466,2138085,13.2227139953379,25.96899,5.261114,21492257,20.2021597883224,72.26416,24.86487,59806711,34.3909265735552,93.74736,52.56565,77586473,56.058697994103,97.7039,67.11522,80860954,68.654074246235,98.9246,74.92992,81871221,75.7221015734604,99.63212,83.07867,82456773,83.3697620527827,99.84493,87.24933,82632897,87.3815826549796,1.110194,0.1474182,918810,13.1046249151776,4.525023,0.6266491,3744965,13.4489932442744,10.57642,1.7446,8753176,16.2206705611468,1.543697e-05,0.0066527854,0.168355648,1.36756785,5.256565,10.067283,14.985984,24.923601,34.899732,0.002460409758,0.013078166717,0.043684784,NA,0.25123156591142,0.646469113226317,1.89150096154554,5.6058697994103,10.2981111369352,15.1444203146921,25.0109286158348,34.9526330619918,31960,2106125,19354172,38314454,17779762,3274481,1010267,585552,128338,176124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",2012,"N","consumption",TRUE,"EGY:2012:N:c","EGY2012",NA,0,0,0,NA,1.619734,0.2146062,1399810,12.1334855451677,19.84723,3.691872,17152421,18.4964322377358,68.18681,21.54362,58928569,31.5816015628919,93.27727,50.0532,80612306,53.6610534519013,97.63301,65.37031,84376634,66.9334643882274,98.93703,73.62553,85503598,74.4012125436472,99.71289,82.22076,86174113,82.4235660295892,99.89632,86.62049,86332637,86.7471309265176,1.08916,0.1392369,941276,10.9006809023653,4.019735,0.5703905,3473945,13.6729175625946,9.568326,1.547134,8269162,16.004419238,0,0.0040775178,0.118139904,1.1848991,5.00532,9.8055465,14.725106,24.666228,34.648196,0.002479809189,0.012702596435,0.04133942048,NA,0.230536225358186,0.591885831607546,1.73698808595905,5.36610534519013,10.0400196582341,14.8802425087294,24.7270698088768,34.698852370607,0,1399810,15752611,41776148,21683737,3764328,1126964,670515,89603,158524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",2015,"N","consumption",TRUE,"EGY:2015:N:c","EGY2015",NA,0.04129228,0.005973045,38172,NA,1.609677,0.2051316,1488026,11.6713885709716,18.15849,3.423544,16786171,18.7540044687659,64.37403,19.94221,59508993,30.9596532581334,91.47524,48.00669,84562042,52.4810456908497,96.76026,63.59037,89447649,65.7169043309276,98.34525,72.10515,90912854,73.3085876647691,99.37586,81.07574,91865576,81.5252157872062,99.67315,85.69388,92140399,85.9957723434626,1.425563,0.1809439,1317827,11.6256897388509,4.724503,0.7309873,4367451,15.0574728898943,10.79187,1.84843,9976279,17.0253066786507,5.973045e-05,0.0038975004,0.109553408,1.09682155,4.800669,9.5385555,14.42103,24.322722,34.277552,0.003376413174,0.017046623836,0.0517190714,NA,0.22175638284846,0.600128143000509,1.70278092919734,5.24810456908497,9.85753564963914,14.6617175329538,24.4575647361619,34.398308937385,38172,1449854,15298145,42722822,25053049,4885607,1465205,952722,302148,274823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt",2017,"N","consumption",TRUE,"EGY:2017:N:c","EGY2017",NA,0.07019265,0.007940603,67696,NA,2.966474,0.4899533,2860944,15.9688541475089,24.78908,5.204486,23907232,20.9371178016551,69.10752,23.69149,66649084,34.230940694701,92.9074,51.14151,89602306,55.0052552990503,97.27168,65.95732,93811330,67.8145013158881,98.59708,73.97241,95089581,74.9808334407113,99.53895,82.37655,95997944,82.7490825815641,99.75683,86.70086,96208074,86.9208664500384,1.9142,0.2948748,1846104,14.1773388837322,5.485161,0.9251359,5290031,16.592349006651,11.72432,2.18937,11307238,18.4469740591094,7.940603e-05,0.0093091127,0.166543552,1.30303195,5.114151,9.893598,14.794482,24.712965,34.680344,0.005080692804,0.019927427286,0.0565952145,NA,0.303408228802669,0.669987769652963,1.88270173820855,5.50052552990503,10.1721751973832,14.9961666881423,24.8247247744692,34.7683465800154,67696,2793248,21046288,42741852,22953222,4209024,1278251,908363,234519,210130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
